Year,CIUDAD,Counts,DATE_DUE,DATE_DELIVERED,Link
2015,Aguada,1303758878,27/07/2015,25/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135780
2014,Aguadas,107891663,29/04/2015,29/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4052364
2015,Aguadas,855005208,05/09/2015,06/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-132396
2010,Aguadas,124081216,31/01/2011,01/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3855748
2010,Aguazul,1956073547,27/03/2012,27/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3616326
2010,Aguazul,251780225,28/03/2011,27/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3481682
2010,Aguazul,173231379,04/03/2011,03/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138283
2013,Aguazul,149995177,12/12/2013,13/04/2020,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134887
2013,Aguazul,3375030808,16/07/2014,16/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134887
2013,Aguazul,495168607,23/01/2014,25/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138089
2013,Aguazul,473125253,17/12/2013,18/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133139
2014,Aguazul,3373690749,07/01/2015,24/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3616975
2014,Aguazul,2643066603,30/12/2014,30/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3720213
2014,Aguazul,2511392378,27/03/2015,26/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131224
2014,Aguazul,2196411037,22/04/2015,22/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133334
2014,Aguazul,2273393494,15/03/2015,17/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134617
2014,Aguazul,2020961595,20/02/2015,22/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-132933
2014,Aguazul,807357376,04/12/2014,05/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3356320
2014,Aguazul,773470003,23/12/2014,24/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3993023
2014,Aguazul,863983987,29/06/2015,28/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3990275
2014,Aguazul,716638144,29/04/2015,29/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3609066
2014,Aguazul,459579281,27/12/2014,28/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128304
2014,Aguazul,437827751,23/05/2015,22/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3606852
2014,Aguazul,535627844,04/08/2015,04/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133008
2014,Aguazul,530732525,14/03/2015,13/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-140477
2014,Aguazul,457782425,23/03/2015,22/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-142817
2014,Aguazul,229327053,02/01/2015,02/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134376
2015,Aguazul,1064407634,08/01/2016,09/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-140620
2011,Aguazul,1009939176,03/08/2011,04/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3781897
2011,Aguazul,1503774055,11/11/2011,13/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-15-4120725
2013,Agustin Codazzi,5117679064,16/06/2014,16/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3616307
2014,Agustin Codazzi,13501040645,27/01/2016,27/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3464601
2014,Agustin Codazzi,3090267714,23/02/2015,23/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133390
2015,Agustin Codazzi,1029167586,01/01/2016,31/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127601
2013,Aipe,216298075,11/12/2013,12/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138460
2015,Aipe,951238187,15/01/2016,16/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127545
2015,Aipe,442171605,04/09/2015,06/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3644070
2010,Albania,9655860818,02/03/2012,03/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-139851
2013,Albania,2778141460,05/01/2014,06/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-141152
2013,Albania,2509146691,04/06/2014,04/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135474
2013,Albania,2335626961,12/02/2014,13/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-137554
2014,Albania,5110008083,02/02/2015,04/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143799
2012,Alcala,65197457,24/01/2013,24/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-139486
2013,Alejandria,500000000,01/01/2014,02/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3386607
2014,Alejandria,70388766,27/02/2015,01/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4105875
2015,Alejandria,266452941,28/05/2015,26/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-132942
2011,Algarrobo,281491093,23/01/2012,25/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4090062
2010,Almeida,400433575,30/06/2010,01/10/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4088454
2014,Almeida,284997914,19/09/2014,21/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4308567
2014,Almeida,468437000,10/12/2014,11/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3821131
2015,Almeida,86919175,19/09/2015,21/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3894303
2013,Amalfi,152501903,23/08/2013,24/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3728342
2014,Amalfi,78486992,30/08/2014,01/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3975323
2013,Angelopolis,96453367,19/07/2013,20/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3589164
2014,Angostura,25862198,30/12/2014,31/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3523692
2014,Angostura,22896848,20/12/2014,21/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145914
2014,Angostura,15925575,31/12/2014,01/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-132104
2013,Anolaima,165445862,09/11/2013,10/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-142785
2014,Anori,560975360,13/07/2015,12/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135729
2013,Ansermanuevo,629937518,24/02/2014,26/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136713
2012,Apartado,2236937291,26/12/2012,27/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-147922
2012,Apartado,1111593462,04/07/2013,03/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131539
2012,Apartado,550724112,16/05/2013,15/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130613
2012,Apartado,241520978,11/11/2012,12/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136544
2014,Apartado,3442771326,14/08/2014,13/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131527
2014,Apartado,1635759742,28/08/2014,26/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3913923
2014,Apartado,452280096,02/10/2014,01/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4041240
2014,Apartado,632013915,07/09/2014,06/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3992104
2014,Apartado,442087349,16/02/2015,18/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4035833
2014,Apartado,474493437,07/09/2014,06/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131204
2015,Apartado,6380343775,09/02/2016,10/09/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3322077
2015,Apartado,93837237,05/08/2015,06/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135972
2011,Apulo,532662388,16/10/2011,16/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148073
2014,Aranzazu,39620483,18/07/2014,17/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-146388
2015,Aranzazu,482301152,01/01/2016,01/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135638
2010,Arauca,1.39162E+11,12/11/2010,14/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-128806
2010,Arauca,1999978673,26/12/2010,27/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3473675
2010,Arauca,2299999198,30/12/2010,28/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4096574
2010,Arauca,1100000000,06/09/2011,05/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136993
2010,Arauca,1649999999,01/01/2011,02/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-151830
2010,Arauca,1618553276,16/01/2011,17/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133889
2010,Arauca,1402772090,20/08/2010,21/09/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148647
2010,Arauca,638099858,05/08/2010,06/09/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3918696
2010,Arauca,379134482,11/10/2010,12/12/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3981452
2010,Arauca,549979897,13/01/2011,14/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135024
2011,Arauca,1721308340,14/03/2012,15/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-131881
2011,Arauca,854794266,30/01/2012,01/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135640
2013,Arauca,249962032,21/03/2013,19/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-11-3188864
2013,Arauca,304650880,19/06/2013,20/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-135379
2013,Arauca,8765294970,16/04/2014,16/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-129260
2013,Arauca,7559529960,09/09/2013,11/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3723741
2013,Arauca,8083253850,12/12/2014,15/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3467211
2013,Arauca,5277109514,24/11/2014,26/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-137997
2013,Arauca,3809353853,27/07/2014,28/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138477
2013,Arauca,2784954236,08/12/2014,09/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130839
2013,Arauca,2620811087,10/09/2014,11/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130871
2013,Arauca,2915725491,21/12/2013,20/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130759
2013,Arauca,1473926360,25/07/2014,26/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130844
2013,Arauca,1428154265,18/08/2013,19/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130930
2013,Arauca,1465720601,05/06/2013,06/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130931
2013,Arauca,1603628263,21/02/2014,23/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-137200
2013,Arauca,964514460,25/12/2013,25/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4099240
2013,Arauca,666399537,20/05/2013,21/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3495324
2014,Arauca,6119813672,10/08/2014,11/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3666134
2014,Arauca,1880326092,19/06/2015,21/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3790036
2014,Arauca,576221393,04/10/2014,05/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138026
2014,Arauca,304716508,06/01/2015,06/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-138639
2015,Arauca,2557338244,25/05/2015,23/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130817
2015,Arauca,2403868106,21/06/2015,20/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2015,Arauca,2146400078,01/06/2015,09/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2015,Arauca,1367794530,08/06/2015,07/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130817
2015,Arauca,1210894632,28/04/2015,27/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2013,Arauca,349996640,22/08/2013,23/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2010,Arauca,584605326,29/12/2010,29/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-141336
2013,Arauca,14496000,26/08/2013,25/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2010,Arauquita,1619999428,14/06/2011,16/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2183739
2010,Arauquita,513090624,16/04/2011,18/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2010,Arauquita,449998613,26/11/2010,28/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2010,Arauquita,149978016,24/10/2010,25/11/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2011,Arauquita,8915308369,17/03/2012,17/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2011,Arauquita,2699995624,30/01/2012,01/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136327
2011,Arauquita,549927054,23/12/2011,25/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4009994
2013,Arauquita,329830405,06/07/2013,07/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3671024
2013,Arauquita,441455167,31/12/2013,01/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3452608
2013,Arauquita,185995755,01/07/2013,01/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143739
2013,Arauquita,172479449,18/07/2014,19/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143739
2013,Arauquita,8626886020,08/03/2014,08/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3831805
2013,Arauquita,649998045,25/07/2013,26/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3968934
2013,Arauquita,767351510,16/10/2013,17/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-142021
2013,Arauquita,375565596,07/01/2014,09/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143739
2014,Arauquita,120059153,03/04/2015,02/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3599665
2015,Arauquita,14070307745,30/12/2015,01/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4001105
2015,Arauquita,89972315,01/12/2015,02/01/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4122875
2012,Arbelaez,236504023,16/01/2013,17/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-143739
2013,Arbelaez,106062179,16/04/2013,15/05/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4066295
2010,Arboletes,635612308,23/07/2011,21/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3672687
2010,Arboletes,499209225,19/10/2010,20/12/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4093913
2010,Arboletes,434536596,25/05/2011,24/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3671453
2010,Arboletes,155169572,04/04/2011,03/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4436502
2011,Arboletes,139850000,05/09/2011,06/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3411112
2010,Argelia,6113167862,30/12/2011,30/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4036263
2015,Ariguani,160820549,29/06/2015,30/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-3964912
2014,Arjona,1897000895,11/03/2014,10/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134185
2013,Armenia,20780121,25/12/2013,25/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131108
2013,Armenia,20419852,20/09/2013,21/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145407
2014,Armenia,173203356,30/01/2015,01/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3662043
2010,Armenia,268530102,29/12/2010,28/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-130985
2011,Armenia,1766104746,20/03/2012,19/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136052
2012,Armenia,367167388,28/04/2013,28/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3854742
2012,Armenia,358251605,09/08/2012,10/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3947778
2012,Armenia,147933076,25/08/2012,25/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-131220
2014,Armenia,1665058332,29/12/2014,29/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-136960
2014,Armenia,114188923,05/09/2014,07/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3700634
2015,Armenia,3047303138,08/06/2015,07/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-133739
2015,Armenia,902586831,07/06/2015,06/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3543876
2012,Armenia,480895000,14/01/2014,15/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3543876
2012,Armenia,457095683,14/01/2014,15/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-145499
2011,Armenia,387189431,30/12/2011,01/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-4083285
2015,Armenia,662202528,16/11/2015,17/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-148959
2015,Armenia,3993501130,21/12/2015,23/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-142615
2015,Armenia,3883590077,25/10/2015,27/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3809821
2015,Astrea,630597609,31/01/2016,01/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-139168
2010,Ayapel,673206818,26/11/2010,27/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-134744
2011,Ayapel,360606314,11/11/2011,12/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-147807
2014,Balboa,2924846844,20/11/2014,22/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-147287
2014,Baranoa,874247227,19/03/2015,05/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-146766
2014,Baranoa,3882251568,02/03/2015,01/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-11-3969884
2013,Barbosa,1024717883,03/01/2014,05/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-13-4261747
2015,Barbosa,633204986,27/06/2015,26/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-131723
2013,Barranca de Upia,768368143,17/12/2013,19/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-131724
2014,Barranca de Upia,739461942,26/01/2015,27/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-1-144868
